Image,Label,SubjectID,Ciba Vision Lens Color,Gender,B_L Lens Used,PupilX,PupilY,PupilR,IrisX,IrisY,IrisR
Cogent Scanner/59/Transparent/20120914150321_R,Transparent,59,Blue,Female,No,414,147,52,408,161,124
Cogent Scanner/60/Colored/20120913123831_L,Colored,60,Hazel,Female,No,279,137,30,283,154,104
Cogent Scanner/60/Colored/20120913123831_R,Colored,60,Hazel,Female,No,450,137,29,444,161,112
Cogent Scanner/60/Colored/20120913123833_L,Colored,60,Hazel,Female,No,221,139,45,228,166,120
Cogent Scanner/60/Colored/20120913123833_R,Colored,60,Hazel,Female,No,404,188,33,396,210,121
Cogent Scanner/60/Colored/20120913123839_L,Colored,60,Hazel,Female,No,222,149,40,228,175,125
Cogent Scanner/60/Colored/20120913123839_R,Colored,60,Hazel,Female,No,401,191,38,398,231,124
Cogent Scanner/60/Colored/20120913123847_L,Colored,60,Hazel,Female,No,287,151,38,294,169,124
Cogent Scanner/60/Colored/20120913123847_R,Colored,60,Hazel,Female,No,498,177,39,496,213,125
Cogent Scanner/60/Colored/20120913123850_L,Colored,60,Hazel,Female,No,268,160,40,277,190,126
Cogent Scanner/60/Colored/20120913123850_R,Colored,60,Hazel,Female,No,456,182,52,452,213,125
Cogent Scanner/60/Colored/20120913123853_L,Colored,60,Hazel,Female,No,283,152,48,291,162,125
Cogent Scanner/60/Colored/20120913123853_R,Colored,60,Hazel,Female,No,475,178,47,470,196,126
Cogent Scanner/60/Colored/20120913123856_L,Colored,60,Hazel,Female,No,288,150,42,294,176,124
Cogent Scanner/60/Colored/20120913123856_R,Colored,60,Hazel,Female,No,469,188,35,467,221,125
Cogent Scanner/60/Colored/20120913123858_L,Colored,60,Hazel,Female,No,287,160,45,290,183,124
Cogent Scanner/60/Colored/20120913123858_R,Colored,60,Hazel,Female,No,478,192,48,472,226,124
Cogent Scanner/60/Colored/20120913123900_L,Colored,60,Hazel,Female,No,279,149,47,287,178,124
Cogent Scanner/60/Colored/20120913123900_R,Colored,60,Hazel,Female,No,469,185,49,468,211,128
Cogent Scanner/60/Normal/20120913130023_L,Normal,60,Hazel,Female,No,206,198,42,212,213,111
Cogent Scanner/60/Normal/20120913130023_R,Normal,60,Hazel,Female,No,383,224,42,378,235,114
Cogent Scanner/60/Normal/20120913130026_L,Normal,60,Hazel,Female,No,191,161,42,191,176,114
Cogent Scanner/60/Normal/20120913130026_R,Normal,60,Hazel,Female,No,359,191,41,356,203,115
Cogent Scanner/60/Normal/20120913130034_L,Normal,60,Hazel,Female,No,166,174,48,171,190,120
Cogent Scanner/60/Normal/20120913130034_R,Normal,60,Hazel,Female,No,363,204,40,359,222,117
Cogent Scanner/60/Normal/20120913130122_L,Normal,60,Hazel,Female,No,203,201,32,207,215,110
Cogent Scanner/60/Normal/20120913130122_R,Normal,60,Hazel,Female,No,381,235,36,378,241,113
Cogent Scanner/60/Normal/20120913130125_L,Normal,60,Hazel,Female,No,188,195,43,191,212,115
Cogent Scanner/60/Normal/20120913130125_R,Normal,60,Hazel,Female,No,366,220,47,360,237,114
Cogent Scanner/60/Normal/20120913130128_L,Normal,60,Hazel,Female,No,193,223,44,200,232,121
Cogent Scanner/60/Normal/20120913130128_R,Normal,60,Hazel,Female,No,368,237,40,363,254,120
Cogent Scanner/60/Normal/20120913130130_L,Normal,60,Hazel,Female,No,213,198,50,218,219,120
Cogent Scanner/60/Normal/20120913130130_R,Normal,60,Hazel,Female,No,391,217,51,389,232,125
Cogent Scanner/60/Transparent/20120913115752_L,Transparent,60,Hazel,Female,No,162,163,45,169,175,124
Cogent Scanner/60/Transparent/20120913115752_R,Transparent,60,Hazel,Female,No,396,215,40,395,238,123
Cogent Scanner/60/Transparent/20120913115756_L,Transparent,60,Hazel,Female,No,198,183,36,203,196,123
Cogent Scanner/60/Transparent/20120913115756_R,Transparent,60,Hazel,Female,No,432,205,34,424,229,125
Cogent Scanner/60/Transparent/20120913115759_L,Transparent,60,Hazel,Female,No,201,151,48,203,175,122
Cogent Scanner/60/Transparent/20120913115759_R,Transparent,60,Hazel,Female,No,421,192,49,416,208,127
Cogent Scanner/60/Transparent/20120913115803_L,Transparent,60,Hazel,Female,No,225,154,50,229,164,125
Cogent Scanner/60/Transparent/20120913115803_R,Transparent,60,Hazel,Female,No,430,188,38,427,219,123
Cogent Scanner/60/Transparent/20120913115807_L,Transparent,60,Hazel,Female,No,210,158,38,215,176,124
Cogent Scanner/60/Transparent/20120913115807_R,Transparent,60,Hazel,Female,No,434,187,41,431,217,124
Cogent Scanner/60/Transparent/20120913115810_L,Transparent,60,Hazel,Female,No,234,160,36,238,181,125
Cogent Scanner/60/Transparent/20120913115810_R,Transparent,60,Hazel,Female,No,430,187,41,426,207,126
Cogent Scanner/61/Colored/20120913154157_L,Colored,61,Hazel,Female,No,419,195,52,421,221,135
Cogent Scanner/61/Colored/20120913154157_R,Colored,61,Hazel,Female,No,369,209,49,364,227,131
Cogent Scanner/61/Colored/20120913154206_L,Colored,61,Hazel,Female,No,353,151,37,356,165,122
Cogent Scanner/61/Colored/20120913154206_R,Colored,61,Hazel,Female,No,314,187,54,309,209,123
Cogent Scanner/61/Colored/20120913154210_L,Colored,61,Hazel,Female,No,358,138,49,364,150,124
Cogent Scanner/61/Colored/20120913154210_R,Colored,61,Hazel,Female,No,306,175,43,305,192,121
Cogent Scanner/61/Colored/20120913154214_L,Colored,61,Hazel,Female,No,437,126,37,441,141,122
Cogent Scanner/61/Colored/20120913154214_R,Colored,61,Hazel,Female,No,370,165,41,366,188,124
Cogent Scanner/61/Colored/20120913154218_L,Colored,61,Hazel,Female,No,425,112,40,430,127,121
Cogent Scanner/61/Colored/20120913154218_R,Colored,61,Hazel,Female,No,361,164,40,359,179,123
Cogent Scanner/61/Colored/20120913154222_L,Colored,61,Hazel,Female,No,396,107,46,399,124,122
Cogent Scanner/61/Colored/20120913154222_R,Colored,61,Hazel,Female,No,350,155,50,344,180,120
Cogent Scanner/61/Normal/20120913141003_L,Normal,61,Hazel,Female,No,225,156,41,231,182,125
Cogent Scanner/61/Normal/20120913141003_R,Normal,61,Hazel,Female,No,432,159,43,422,187,147
Cogent Scanner/61/Normal/20120913141007_L,Normal,61,Hazel,Female,No,272,148,52,277,167,129
Cogent Scanner/61/Normal/20120913141007_R,Normal,61,Hazel,Female,No,429,176,36,423,193,125
Cogent Scanner/61/Normal/20120913141011_L,Normal,61,Hazel,Female,No,285,116,42,293,137,126
Cogent Scanner/61/Normal/20120913141011_R,Normal,61,Hazel,Female,No,443,161,48,436,177,127
Cogent Scanner/61/Normal/20120913141014_L,Normal,61,Hazel,Female,No,339,135,39,342,147,128
Cogent Scanner/61/Normal/20120913141014_R,Normal,61,Hazel,Female,No,481,170,40,475,184,127
Cogent Scanner/61/Normal/20120913141018_L,Normal,61,Hazel,Female,No,325,129,54,330,152,127
Cogent Scanner/61/Normal/20120913141018_R,Normal,61,Hazel,Female,No,467,161,53,464,168,125
Cogent Scanner/61/Transparent/20120913145444_L,Transparent,61,Hazel,Female,No,413,126,36,424,137,119
Cogent Scanner/61/Transparent/20120913145444_R,Transparent,61,Hazel,Female,No,361,185,39,353,205,124
Cogent Scanner/61/Transparent/20120913145448_L,Transparent,61,Hazel,Female,No,433,89,38,439,117,117
Cogent Scanner/61/Transparent/20120913145448_R,Transparent,61,Hazel,Female,No,361,158,56,354,180,122
Cogent Scanner/61/Transparent/20120913145451_L,Transparent,61,Hazel,Female,No,446,110,37,452,124,120
Cogent Scanner/61/Transparent/20120913145451_R,Transparent,61,Hazel,Female,No,386,150,37,383,163,122
Cogent Scanner/61/Transparent/20120913145456_L,Transparent,61,Hazel,Female,No,452,95,38,457,119,118
Cogent Scanner/61/Transparent/20120913145456_R,Transparent,61,Hazel,Female,No,381,139,48,376,144,121
Cogent Scanner/61/Transparent/20120913145500_L,Transparent,61,Hazel,Female,No,449,86,48,452,118,116
Cogent Scanner/61/Transparent/20120913145500_R,Transparent,61,Hazel,Female,No,392,107,52,386,127,117
Cogent Scanner/62/Colored/20120913115158_L,Colored,62,Blue,Female,No,203,175,32,216,179,110
Cogent Scanner/62/Colored/20120913115158_R,Colored,62,Blue,Female,No,489,194,44,481,226,115
Cogent Scanner/62/Colored/20120913115207_L,Colored,62,Blue,Female,No,159,161,29,168,170,106
Cogent Scanner/62/Colored/20120913115207_R,Colored,62,Blue,Female,No,432,181,34,422,214,109
Cogent Scanner/62/Colored/20120913115211_L,Colored,62,Blue,Female,No,200,152,26,211,162,109
Cogent Scanner/62/Colored/20120913115211_R,Colored,62,Blue,Female,No,470,175,28,462,194,112
Cogent Scanner/62/Colored/20120913115215_L,Colored,62,Blue,Female,No,213,148,27,223,165,104
Cogent Scanner/62/Colored/20120913115215_R,Colored,62,Blue,Female,No,476,175,28,470,203,111
Cogent Scanner/62/Colored/20120913115219_L,Colored,62,Blue,Female,No,227,134,28,235,142,108
Cogent Scanner/62/Colored/20120913115219_R,Colored,62,Blue,Female,No,491,175,29,485,190,112
Cogent Scanner/62/Normal/20120913120020_L,Normal,62,Blue,Female,No,213,168,29,218,185,110
Cogent Scanner/62/Normal/20120913120020_R,Normal,62,Blue,Female,No,430,196,27,422,220,108
Cogent Scanner/62/Normal/20120913120024_L,Normal,62,Blue,Female,No,217,173,26,221,190,111
Cogent Scanner/62/Normal/20120913120024_R,Normal,62,Blue,Female,No,416,202,38,410,229,116
Cogent Scanner/62/Normal/20120913120028_L,Normal,62,Blue,Female,No,214,182,28,221,200,105
Cogent Scanner/62/Normal/20120913120028_R,Normal,62,Blue,Female,No,419,226,31,409,246,109
Cogent Scanner/62/Normal/20120913120032_L,Normal,62,Blue,Female,No,216,184,25,224,192,107
Cogent Scanner/62/Normal/20120913120032_R,Normal,62,Blue,Female,No,415,227,32,410,238,110
Cogent Scanner/62/Normal/20120913120036_L,Normal,62,Blue,Female,No,200,175,25,212,180,111
Cogent Scanner/62/Normal/20120913120036_R,Normal,62,Blue,Female,No,411,224,30,402,229,115
Cogent Scanner/62/Normal/20120913120041_L,Normal,62,Blue,Female,No,219,176,28,225,175,111
Cogent Scanner/62/Normal/20120913120041_R,Normal,62,Blue,Female,No,428,221,31,421,234,114
Cogent Scanner/62/Normal/20120913120045_L,Normal,62,Blue,Female,No,220,163,26,229,167,109
Cogent Scanner/62/Normal/20120913120045_R,Normal,62,Blue,Female,No,430,206,26,422,220,117
Cogent Scanner/62/Transparent/20120913113508_L,Transparent,62,Blue,Female,No,185,217,55,190,233,130
Cogent Scanner/62/Transparent/20120913113508_R,Transparent,62,Blue,Female,No,499,235,63,492,253,125
Cogent Scanner/62/Transparent/20120913113512_L,Transparent,62,Blue,Female,No,163,213,54,173,222,128
Cogent Scanner/62/Transparent/20120913113512_R,Transparent,62,Blue,Female,No,482,234,61,473,249,130
Cogent Scanner/62/Transparent/20120913113516_L,Transparent,62,Blue,Female,No,192,185,26,200,195,116
Cogent Scanner/62/Transparent/20120913113516_R,Transparent,62,Blue,Female,No,471,204,32,465,222,117
Cogent Scanner/62/Transparent/20120913113519_L,Transparent,62,Blue,Female,No,195,181,36,203,194,119
Cogent Scanner/62/Transparent/20120913113519_R,Transparent,62,Blue,Female,No,479,203,46,478,224,119
Cogent Scanner/62/Transparent/20120913113523_L,Transparent,62,Blue,Female,No,183,151,27,196,155,119
Cogent Scanner/62/Transparent/20120913113523_R,Transparent,62,Blue,Female,No,470,180,31,467,199,120
Cogent Scanner/62/Transparent/20120913113526_L,Transparent,62,Blue,Female,No,173,139,35,179,156,121
Cogent Scanner/62/Transparent/20120913113526_R,Transparent,62,Blue,Female,No,451,167,34,448,186,124
Cogent Scanner/63/Colored/20120913120244_L,Colored,63,Green,Male,No,163,179,31,172,201,121
Cogent Scanner/63/Colored/20120913120244_R,Colored,63,Green,Male,No,307,249,30,302,261,117
Cogent Scanner/63/Colored/20120913120247_L,Colored,63,Green,Male,No,165,179,29,173,207,118
Cogent Scanner/63/Colored/20120913120247_R,Colored,63,Green,Male,No,317,215,40,311,231,120
Cogent Scanner/63/Colored/20120913120251_L,Colored,63,Green,Male,No,181,162,27,193,187,126
Cogent Scanner/63/Colored/20120913120251_R,Colored,63,Green,Male,No,336,201,31,331,230,124
Cogent Scanner/63/Colored/20120913120255_L,Colored,63,Green,Male,No,211,182,44,223,201,130
Cogent Scanner/63/Colored/20120913120255_R,Colored,63,Green,Male,No,350,213,32,342,231,126
Cogent Scanner/63/Colored/20120913120301_L,Colored,63,Green,Male,No,184,188,46,192,196,129
Cogent Scanner/63/Colored/20120913120301_R,Colored,63,Green,Male,No,325,237,32,320,252,127
Cogent Scanner/63/Colored/20120913120307_L,Colored,63,Green,Male,No,153,165,41,159,179,129
Cogent Scanner/63/Colored/20120913120307_R,Colored,63,Green,Male,No,304,218,32,301,223,128
Cogent Scanner/63/Normal/20120912171450_L,Normal,63,Green,Male,No,315,205,24,321,208,104
Cogent Scanner/63/Normal/20120912171450_R,Normal,63,Green,Male,No,253,258,25,250,272,106
Cogent Scanner/63/Normal/20120912171453_L,Normal,63,Green,Male,No,328,168,28,332,173,109
Cogent Scanner/63/Normal/20120912171453_R,Normal,63,Green,Male,No,257,229,24,255,240,111
Cogent Scanner/63/Normal/20120912171456_L,Normal,63,Green,Male,No,394,180,26,398,190,111
Cogent Scanner/63/Normal/20120912171456_R,Normal,63,Green,Male,No,321,244,26,318,252,108
Cogent Scanner/63/Normal/20120912171458_L,Normal,63,Green,Male,No,396,174,25,402,175,109
Cogent Scanner/63/Normal/20120912171458_R,Normal,63,Green,Male,No,308,240,24,307,250,106
Cogent Scanner/63/Normal/20120912171504_L,Normal,63,Green,Male,No,397,183,38,400,192,114
Cogent Scanner/63/Normal/20120912171504_R,Normal,63,Green,Male,No,325,254,24,322,263,109
Cogent Scanner/63/Normal/20120912171510_L,Normal,63,Green,Male,No,382,158,44,386,166,117
Cogent Scanner/63/Normal/20120912171510_R,Normal,63,Green,Male,No,305,242,43,300,248,113
Cogent Scanner/63/Transparent/20120912165022_L,Transparent,63,Green,Male,No,202,275,49,203,272,144
Cogent Scanner/63/Transparent/20120912165022_R,Transparent,63,Green,Male,No,244,200,45,246,201,146
Cogent Scanner/63/Transparent/20120912165025_L,Transparent,63,Green,Male,No,228,185,28,231,181,116
Cogent Scanner/63/Transparent/20120912165025_R,Transparent,63,Green,Male,No,238,206,28,237,208,114
Cogent Scanner/63/Transparent/20120912165029_L,Transparent,63,Green,Male,No,243,188,26,248,186,116
Cogent Scanner/63/Transparent/20120912165029_R,Transparent,63,Green,Male,No,250,220,37,247,218,119
Cogent Scanner/63/Transparent/20120912165032_L,Transparent,63,Green,Male,No,235,161,25,239,176,112
Cogent Scanner/63/Transparent/20120912165032_R,Transparent,63,Green,Male,No,238,214,27,232,229,114
Cogent Scanner/63/Transparent/20120912165035_L,Transparent,63,Green,Male,No,255,193,25,257,205,113
Cogent Scanner/63/Transparent/20120912165035_R,Transparent,63,Green,Male,No,260,255,25,254,261,113
Cogent Scanner/63/Transparent/20120912165038_L,Transparent,63,Green,Male,No,268,161,28,271,164,112
Cogent Scanner/63/Transparent/20120912165038_R,Transparent,63,Green,Male,No,273,232,28,271,247,118
Cogent Scanner/64/Colored/20120912151433_L,Colored,64,Gray,Male,No,188,147,31,197,154,119
Cogent Scanner/64/Colored/20120912151433_R,Colored,64,Gray,Male,No,384,222,31,379,226,117
Cogent Scanner/64/Colored/20120912151439_L,Colored,64,Gray,Male,No,228,121,27,239,140,102
Cogent Scanner/64/Colored/20120912151439_R,Colored,64,Gray,Male,No,404,217,25,398,224,99
Cogent Scanner/64/Colored/20120912151443_L,Colored,64,Gray,Male,No,244,99,28,249,112,103
Cogent Scanner/64/Colored/20120912151443_R,Colored,64,Gray,Male,No,425,164,26,419,169,100
Cogent Scanner/64/Colored/20120912151446_L,Colored,64,Gray,Male,No,246,156,34,251,173,102
Cogent Scanner/64/Colored/20120912151446_R,Colored,64,Gray,Male,No,425,225,39,421,237,105
Cogent Scanner/64/Colored/20120912151450_L,Colored,64,Gray,Male,No,234,141,35,244,148,104
Cogent Scanner/64/Colored/20120912151450_R,Colored,64,Gray,Male,No,408,197,36,406,200,102
Cogent Scanner/64/Normal/20120913110354_L,Normal,64,Gray,Male,No,351,156,29,355,171,94
Cogent Scanner/64/Normal/20120913110354_R,Normal,64,Gray,Male,No,336,207,31,332,222,95
Cogent Scanner/64/Normal/20120913110358_L,Normal,64,Gray,Male,No,344,137,26,349,151,92
Cogent Scanner/64/Normal/20120913110358_R,Normal,64,Gray,Male,No,315,186,31,315,191,98
Cogent Scanner/64/Normal/20120913110404_L,Normal,64,Gray,Male,No,336,142,35,345,156,96
Cogent Scanner/64/Normal/20120913110404_R,Normal,64,Gray,Male,No,310,190,27,307,202,99
Cogent Scanner/64/Normal/20120913110409_L,Normal,64,Gray,Male,No,315,128,27,322,138,100
Cogent Scanner/64/Normal/20120913110409_R,Normal,64,Gray,Male,No,304,194,41,300,198,98
Cogent Scanner/64/Normal/20120913110413_L,Normal,64,Gray,Male,No,322,135,26,328,139,96
Cogent Scanner/64/Normal/20120913110413_R,Normal,64,Gray,Male,No,295,191,26,291,202,100
Cogent Scanner/64/Normal/20120913110417_L,Normal,64,Gray,Male,No,326,136,32,334,143,100
Cogent Scanner/64/Normal/20120913110417_R,Normal,64,Gray,Male,No,301,198,39,298,212,100
Cogent Scanner/64/Transparent/20120912143446_L,Transparent,64,Gray,Male,No,165,178,43,172,177,102
Cogent Scanner/64/Transparent/20120912143446_R,Transparent,64,Gray,Male,No,371,210,29,366,220,93
Cogent Scanner/64/Transparent/20120912143456_L,Transparent,64,Gray,Male,No,173,207,49,177,222,125
Cogent Scanner/64/Transparent/20120912143456_R,Transparent,64,Gray,Male,No,377,138,38,369,144,129
Cogent Scanner/64/Transparent/20120912143500_L,Transparent,64,Gray,Male,No,170,128,30,181,140,123
Cogent Scanner/64/Transparent/20120912143500_R,Transparent,64,Gray,Male,No,378,120,33,373,134,128
Cogent Scanner/64/Transparent/20120912143504_L,Transparent,64,Gray,Male,No,217,137,49,224,143,119
Cogent Scanner/64/Transparent/20120912143504_R,Transparent,64,Gray,Male,No,417,121,51,415,146,120
Cogent Scanner/64/Transparent/20120912143508_L,Transparent,64,Gray,Male,No,218,105,37,228,132,115
Cogent Scanner/64/Transparent/20120912143508_R,Transparent,64,Gray,Male,No,420,102,40,417,130,118
Cogent Scanner/65/Colored/20120919152234_L,Colored,65,Gray,Female,No,231,151,31,241,156,107
Cogent Scanner/65/Colored/20120919152234_R,Colored,65,Gray,Female,No,324,231,30,318,238,109
Cogent Scanner/65/Colored/20120919152237_L,Colored,65,Gray,Female,No,231,154,29,243,162,104
Cogent Scanner/65/Colored/20120919152237_R,Colored,65,Gray,Female,No,334,233,27,330,240,104
Cogent Scanner/65/Colored/20120919152241_L,Colored,65,Gray,Female,No,218,164,31,229,178,104
Cogent Scanner/65/Colored/20120919152241_R,Colored,65,Gray,Female,No,316,249,37,313,263,109
Cogent Scanner/65/Colored/20120919152244_L,Colored,65,Gray,Female,No,237,163,32,248,167,107
Cogent Scanner/65/Colored/20120919152244_R,Colored,65,Gray,Female,No,343,236,30,340,243,106
Cogent Scanner/65/Colored/20120919152247_L,Colored,65,Gray,Female,No,272,143,32,286,153,106
Cogent Scanner/65/Colored/20120919152247_R,Colored,65,Gray,Female,No,343,225,28,340,234,102
Cogent Scanner/65/Colored/20120919152251_L,Colored,65,Gray,Female,No,281,130,28,293,141,103
Cogent Scanner/65/Colored/20120919152251_R,Colored,65,Gray,Female,No,346,215,28,340,224,104
Cogent Scanner/65/Normal/20120919144733_L,Normal,65,Gray,Female,No,213,190,40,221,204,124
Cogent Scanner/65/Normal/20120919144733_R,Normal,65,Gray,Female,No,389,143,37,385,165,112
Cogent Scanner/65/Normal/20120919144738_L,Normal,65,Gray,Female,No,246,153,32,255,152,116
Cogent Scanner/65/Normal/20120919144738_R,Normal,65,Gray,Female,No,399,202,44,395,204,114
Cogent Scanner/65/Normal/20120919144741_L,Normal,65,Gray,Female,No,237,153,34,251,156,116
Cogent Scanner/65/Normal/20120919144741_R,Normal,65,Gray,Female,No,388,189,41,386,203,119
Cogent Scanner/65/Normal/20120919144744_L,Normal,65,Gray,Female,No,213,144,41,219,146,113
Cogent Scanner/65/Normal/20120919144744_R,Normal,65,Gray,Female,No,362,179,42,358,192,119
Cogent Scanner/65/Normal/20120919144747_L,Normal,65,Gray,Female,No,240,140,38,249,153,116
Cogent Scanner/65/Normal/20120919144747_R,Normal,65,Gray,Female,No,359,176,35,351,191,118
Cogent Scanner/65/Normal/20120919144750_L,Normal,65,Gray,Female,No,249,133,31,259,139,117
Cogent Scanner/65/Normal/20120919144750_R,Normal,65,Gray,Female,No,404,168,34,396,177,119
Cogent Scanner/65/Transparent/20120919150821_L,Transparent,65,Gray,Female,No,265,169,31,274,183,107
Cogent Scanner/65/Transparent/20120919150821_R,Transparent,65,Gray,Female,No,327,245,25,322,259,93
Cogent Scanner/65/Transparent/20120919150824_L,Transparent,65,Gray,Female,No,237,151,28,246,158,110
Cogent Scanner/65/Transparent/20120919150824_R,Transparent,65,Gray,Female,No,364,214,33,357,230,106
Cogent Scanner/65/Transparent/20120919150827_L,Transparent,65,Gray,Female,No,233,151,28,243,155,111
Cogent Scanner/65/Transparent/20120919150827_R,Transparent,65,Gray,Female,No,372,207,27,366,223,110
Cogent Scanner/65/Transparent/20120919150830_L,Transparent,65,Gray,Female,No,217,142,30,227,147,112
Cogent Scanner/65/Transparent/20120919150830_R,Transparent,65,Gray,Female,No,346,214,29,339,223,113
Cogent Scanner/65/Transparent/20120919150832_L,Transparent,65,Gray,Female,No,170,121,30,177,121,112
Cogent Scanner/65/Transparent/20120919150832_R,Transparent,65,Gray,Female,No,304,205,27,297,221,112
Cogent Scanner/65/Transparent/20120919150837_L,Transparent,65,Gray,Female,No,229,158,30,241,164,112
Cogent Scanner/65/Transparent/20120919150837_R,Transparent,65,Gray,Female,No,360,211,29,354,215,109
Cogent Scanner/66/Colored/20120919173641_L,Colored,66,Gray,Female,Yes,300,179,46,305,188,119
Cogent Scanner/66/Colored/20120919173641_R,Colored,66,Gray,Female,Yes,280,175,47,273,177,118
Cogent Scanner/66/Colored/20120919173657_L,Colored,66,Gray,Female,Yes,351,241,45,351,258,133
Cogent Scanner/66/Colored/20120919173657_R,Colored,66,Gray,Female,Yes,345,234,44,336,241,133
Cogent Scanner/66/Colored/20120919173700_L,Colored,66,Gray,Female,Yes,336,163,35,340,170,132
Cogent Scanner/66/Colored/20120919173700_R,Colored,66,Gray,Female,Yes,338,205,48,329,216,131
Cogent Scanner/66/Colored/20120919173702_L,Colored,66,Gray,Female,Yes,296,132,43,302,137,128
Cogent Scanner/66/Colored/20120919173702_R,Colored,66,Gray,Female,Yes,295,137,46,281,143,132
Cogent Scanner/66/Colored/20120919173705_L,Colored,66,Gray,Female,Yes,234,153,35,245,165,130
Cogent Scanner/66/Colored/20120919173705_R,Colored,66,Gray,Female,Yes,228,145,40,220,151,133
Cogent Scanner/66/Colored/20120919173709_L,Colored,66,Gray,Female,Yes,311,187,36,319,199,134
Cogent Scanner/66/Colored/20120919173709_R,Colored,66,Gray,Female,Yes,298,179,50,289,203,126
Cogent Scanner/66/ColoredB_L-Gray/20120919174840_L,Colored,66,Gray,Female,Yes,293,187,35,296,178,103
Cogent Scanner/66/ColoredB_L-Gray/20120919174840_R,Colored,66,Gray,Female,Yes,290,212,27,279,218,104
Cogent Scanner/66/ColoredB_L-Gray/20120919174844_L,Colored,66,Gray,Female,Yes,288,240,38,297,255,112
Cogent Scanner/66/ColoredB_L-Gray/20120919174844_R,Colored,66,Gray,Female,Yes,262,263,39,253,279,113
Cogent Scanner/66/ColoredB_L-Gray/20120919174848_L,Colored,66,Gray,Female,Yes,292,198,33,304,211,113
Cogent Scanner/66/ColoredB_L-Gray/20120919174848_R,Colored,66,Gray,Female,Yes,279,230,27,276,244,113
Cogent Scanner/66/ColoredB_L-Gray/20120919174852_L,Colored,66,Gray,Female,Yes,294,186,24,306,195,108
Cogent Scanner/66/ColoredB_L-Gray/20120919174852_R,Colored,66,Gray,Female,Yes,269,204,23,264,210,109
Cogent Scanner/66/ColoredB_L-Gray/20120919174856_L,Colored,66,Gray,Female,Yes,300,186,34,314,198,111
Cogent Scanner/66/ColoredB_L-Gray/20120919174856_R,Colored,66,Gray,Female,Yes,266,191,29,261,204,110
Cogent Scanner/66/ColoredB_L-Gray/20120919174906_L,Colored,66,Gray,Female,Yes,358,140,34,367,158,109
Cogent Scanner/66/ColoredB_L-Gray/20120919174906_R,Colored,66,Gray,Female,Yes,255,215,25,255,228,106
Cogent Scanner/66/Normal/20120919175848_L,Normal,66,Gray,Female,Yes,319,164,30,326,182,115
Cogent Scanner/66/Normal/20120919175848_R,Normal,66,Gray,Female,Yes,311,189,33,303,198,113
Cogent Scanner/66/Normal/20120919175850_L,Normal,66,Gray,Female,Yes,310,180,43,317,192,114
Cogent Scanner/66/Normal/20120919175850_R,Normal,66,Gray,Female,Yes,287,204,42,276,218,119
Cogent Scanner/66/Normal/20120919175853_L,Normal,66,Gray,Female,Yes,286,185,41,294,189,112
Cogent Scanner/66/Normal/20120919175853_R,Normal,66,Gray,Female,Yes,263,211,38,260,217,116
Cogent Scanner/66/Normal/20120919175858_L,Normal,66,Gray,Female,Yes,284,216,30,291,225,111
Cogent Scanner/66/Normal/20120919175858_R,Normal,66,Gray,Female,Yes,261,265,30,257,277,114
Cogent Scanner/66/Normal/20120919175903_L,Normal,66,Gray,Female,Yes,340,202,30,347,217,111
Cogent Scanner/66/Normal/20120919175903_R,Normal,66,Gray,Female,Yes,317,238,32,312,247,117
Cogent Scanner/66/Normal/20120919175906_L,Normal,66,Gray,Female,Yes,353,202,29,358,216,111
Cogent Scanner/66/Normal/20120919175906_R,Normal,66,Gray,Female,Yes,323,225,40,315,236,111
Cogent Scanner/66/Transparent/20120919175731_L,Transparent,66,Gray,Female,Yes,354,173,26,361,180,97
Cogent Scanner/66/Transparent/20120919175731_R,Transparent,66,Gray,Female,Yes,322,171,26,315,171,101
Cogent Scanner/66/Transparent/20120919175734_L,Transparent,66,Gray,Female,Yes,345,174,26,350,183,102
Cogent Scanner/66/Transparent/20120919175734_R,Transparent,66,Gray,Female,Yes,317,186,28,309,196,105
Cogent Scanner/66/Transparent/20120919175737_L,Transparent,66,Gray,Female,Yes,337,184,26,344,190,102
Cogent Scanner/66/Transparent/20120919175737_R,Transparent,66,Gray,Female,Yes,312,192,29,305,191,104
Cogent Scanner/66/Transparent/20120919175741_L,Transparent,66,Gray,Female,Yes,357,212,24,360,221,103
Cogent Scanner/66/Transparent/20120919175741_R,Transparent,66,Gray,Female,Yes,334,227,25,328,229,103
Cogent Scanner/66/Transparent/20120919175744_L,Transparent,66,Gray,Female,Yes,325,169,26,333,173,96
Cogent Scanner/66/Transparent/20120919175744_R,Transparent,66,Gray,Female,Yes,301,176,25,298,182,103
Cogent Scanner/66/Transparent/20120919175748_L,Transparent,66,Gray,Female,Yes,370,179,23,372,187,98
Cogent Scanner/66/Transparent/20120919175748_R,Transparent,66,Gray,Female,Yes,341,190,26,336,197,106
Cogent Scanner/67/Colored/20120914142733_L,Colored,67,Blue,Male,No,311,167,40,313,187,114
Cogent Scanner/67/Colored/20120914142733_R,Colored,67,Blue,Male,No,352,153,39,350,192,121
Cogent Scanner/67/Colored/20120914142737_L,Colored,67,Blue,Male,No,271,232,55,278,243,134
Cogent Scanner/67/Colored/20120914142737_R,Colored,67,Blue,Male,No,340,210,56,340,241,136
Cogent Scanner/67/Colored/20120914142741_L,Colored,67,Blue,Male,No,291,235,48,291,253,123
