Image,Label,SubjectID,Ciba Vision Lens Color,Gender,B_L Lens Used,PupilX,PupilY,PupilR,IrisX,IrisY,IrisR
Cogent Scanner/9/Colored/20120912144729_R,Colored,9,Gray,Male,No,370,191,46,357,209,146
Cogent Scanner/9/Colored/20120912144735_L,Colored,9,Gray,Male,No,242,156,30,254,178,143
Cogent Scanner/9/Colored/20120912144735_R,Colored,9,Gray,Male,No,453,185,50,438,209,148
Cogent Scanner/9/Colored/20120912144744_L,Colored,9,Gray,Male,No,227,163,36,234,185,144
Cogent Scanner/9/Colored/20120912144744_R,Colored,9,Gray,Male,No,410,195,40,397,213,145
Cogent Scanner/9/Colored/20120912144748_L,Colored,9,Gray,Male,No,251,136,48,255,150,143
Cogent Scanner/9/Colored/20120912144748_R,Colored,9,Gray,Male,No,448,164,52,431,180,145
Cogent Scanner/9/Colored/20120912144754_L,Colored,9,Gray,Male,No,272,140,46,281,159,142
Cogent Scanner/9/Colored/20120912144754_R,Colored,9,Gray,Male,No,452,152,48,439,176,144
Cogent Scanner/9/Colored/20120912144759_L,Colored,9,Gray,Male,No,250,156,31,264,189,144
Cogent Scanner/9/Colored/20120912144759_R,Colored,9,Gray,Male,No,424,177,45,413,203,145
Cogent Scanner/9/Normal/20120912140440_L,Normal,9,Gray,Male,No,308,139,26,315,159,112
Cogent Scanner/9/Normal/20120912140440_R,Normal,9,Gray,Male,No,391,138,33,381,156,119
Cogent Scanner/9/Normal/20120912140444_L,Normal,9,Gray,Male,No,191,136,30,202,154,138
Cogent Scanner/9/Normal/20120912140444_R,Normal,9,Gray,Male,No,367,188,37,360,214,142
Cogent Scanner/9/Normal/20120912140449_L,Normal,9,Gray,Male,No,169,130,51,174,154,140
Cogent Scanner/9/Normal/20120912140449_R,Normal,9,Gray,Male,No,348,178,36,342,210,143
Cogent Scanner/9/Normal/20120912140453_L,Normal,9,Gray,Male,No,228,156,34,233,167,142
Cogent Scanner/9/Normal/20120912140453_R,Normal,9,Gray,Male,No,392,212,50,390,237,145
Cogent Scanner/9/Normal/20120912140456_L,Normal,9,Gray,Male,No,231,156,33,237,177,142
Cogent Scanner/9/Normal/20120912140456_R,Normal,9,Gray,Male,No,389,216,33,384,237,143
Cogent Scanner/9/Normal/20120912140502_L,Normal,9,Gray,Male,No,230,122,37,235,151,142
Cogent Scanner/9/Normal/20120912140502_R,Normal,9,Gray,Male,No,411,198,45,401,217,143
Cogent Scanner/9/Transparent/20120912142548_L,Transparent,9,Gray,Male,No,267,176,30,275,189,137
Cogent Scanner/9/Transparent/20120912142548_R,Transparent,9,Gray,Male,No,361,224,37,355,243,132
Cogent Scanner/9/Transparent/20120912142552_L,Transparent,9,Gray,Male,No,160,131,36,171,148,137
Cogent Scanner/9/Transparent/20120912142552_R,Transparent,9,Gray,Male,No,363,160,38,359,179,147
Cogent Scanner/9/Transparent/20120912142558_L,Transparent,9,Gray,Male,No,167,170,36,176,182,138
Cogent Scanner/9/Transparent/20120912142558_R,Transparent,9,Gray,Male,No,360,193,53,355,208,150
Cogent Scanner/9/Transparent/20120912142602_L,Transparent,9,Gray,Male,No,170,175,46,176,180,139
Cogent Scanner/9/Transparent/20120912142602_R,Transparent,9,Gray,Male,No,364,193,41,357,208,142
Cogent Scanner/9/Transparent/20120912142605_L,Transparent,9,Gray,Male,No,186,168,35,192,179,139
Cogent Scanner/9/Transparent/20120912142605_R,Transparent,9,Gray,Male,No,363,185,38,353,205,148
Cogent Scanner/9/Transparent/20120912142611_L,Transparent,9,Gray,Male,No,244,172,37,251,183,142
Cogent Scanner/9/Transparent/20120912142611_R,Transparent,9,Gray,Male,No,409,187,53,402,202,150
Cogent Scanner/10/Colored/20120913145948_L,Colored,10,Gray,Male,No,377,191,24,385,206,91
Cogent Scanner/10/Colored/20120913145948_R,Colored,10,Gray,Male,No,314,227,27,310,241,89
Cogent Scanner/10/Colored/20120913145953_L,Colored,10,Gray,Male,No,395,158,39,405,171,102
Cogent Scanner/10/Colored/20120913145953_R,Colored,10,Gray,Male,No,323,207,37,316,229,105
Cogent Scanner/10/Colored/20120913150001_L,Colored,10,Gray,Male,No,359,181,30,367,198,97
Cogent Scanner/10/Colored/20120913150001_R,Colored,10,Gray,Male,No,285,210,28,277,218,96
Cogent Scanner/10/Colored/20120913150005_L,Colored,10,Gray,Male,No,345,171,36,354,187,101
Cogent Scanner/10/Colored/20120913150005_R,Colored,10,Gray,Male,No,268,206,37,263,221,100
Cogent Scanner/10/Colored/20120913150009_L,Colored,10,Gray,Male,No,358,166,29,367,178,99
Cogent Scanner/10/Colored/20120913150009_R,Colored,10,Gray,Male,No,284,191,36,276,211,102
Cogent Scanner/10/Normal/20120913121523_L,Normal,10,Gray,Male,No,200,201,43,207,210,116
Cogent Scanner/10/Normal/20120913121523_R,Normal,10,Gray,Male,No,291,196,42,288,192,118
Cogent Scanner/10/Normal/20120913121526_L,Normal,10,Gray,Male,No,228,160,44,232,170,125
Cogent Scanner/10/Normal/20120913121526_R,Normal,10,Gray,Male,No,344,166,43,339,172,122
Cogent Scanner/10/Normal/20120913121528_L,Normal,10,Gray,Male,No,240,177,48,249,193,127
Cogent Scanner/10/Normal/20120913121528_R,Normal,10,Gray,Male,No,344,152,43,338,159,126
Cogent Scanner/10/Normal/20120913121534_L,Normal,10,Gray,Male,No,254,224,49,261,235,120
Cogent Scanner/10/Normal/20120913121534_R,Normal,10,Gray,Male,No,359,193,39,354,199,122
Cogent Scanner/10/Normal/20120913121539_L,Normal,10,Gray,Male,No,250,158,41,256,166,119
Cogent Scanner/10/Normal/20120913121539_R,Normal,10,Gray,Male,No,383,192,43,375,198,121
Cogent Scanner/10/Normal/20120913121541_L,Normal,10,Gray,Male,No,252,168,49,255,182,121
Cogent Scanner/10/Normal/20120913121541_R,Normal,10,Gray,Male,No,376,185,38,367,195,121
Cogent Scanner/10/Normal/20120913121544_L,Normal,10,Gray,Male,No,262,189,48,270,209,121
Cogent Scanner/10/Normal/20120913121544_R,Normal,10,Gray,Male,No,369,181,39,367,188,119
Cogent Scanner/10/Transparent/20120913124449_L,Transparent,10,Gray,Male,No,210,217,37,212,219,106
Cogent Scanner/10/Transparent/20120913124449_R,Transparent,10,Gray,Male,No,300,189,35,294,193,107
Cogent Scanner/10/Transparent/20120913124452_L,Transparent,10,Gray,Male,No,252,157,44,259,171,123
Cogent Scanner/10/Transparent/20120913124452_R,Transparent,10,Gray,Male,No,376,190,38,370,204,125
Cogent Scanner/10/Transparent/20120913124454_L,Transparent,10,Gray,Male,No,233,201,45,241,206,125
Cogent Scanner/10/Transparent/20120913124454_R,Transparent,10,Gray,Male,No,369,191,41,362,208,120
Cogent Scanner/10/Transparent/20120913124459_L,Transparent,10,Gray,Male,No,207,176,47,210,191,122
Cogent Scanner/10/Transparent/20120913124459_R,Transparent,10,Gray,Male,No,337,174,43,327,193,125
Cogent Scanner/10/Transparent/20120913124501_L,Transparent,10,Gray,Male,No,235,189,39,241,204,122
Cogent Scanner/10/Transparent/20120913124501_R,Transparent,10,Gray,Male,No,358,190,36,353,207,120
Cogent Scanner/10/Transparent/20120913124505_L,Transparent,10,Gray,Male,No,263,153,42,271,164,122
Cogent Scanner/10/Transparent/20120913124505_R,Transparent,10,Gray,Male,No,382,151,44,377,177,123
Cogent Scanner/11/Colored/20120911160132_L,Colored,11,Green,Male,No,245,159,49,246,184,122
Cogent Scanner/11/Colored/20120911160132_R,Colored,11,Green,Male,No,259,193,54,250,221,126
Cogent Scanner/11/Colored/20120911160146_L,Colored,11,Green,Male,No,262,182,61,267,215,146
Cogent Scanner/11/Colored/20120911160146_R,Colored,11,Green,Male,No,279,142,40,278,165,150
Cogent Scanner/11/Colored/20120911160151_L,Colored,11,Green,Male,No,243,109,62,249,144,142
Cogent Scanner/11/Colored/20120911160151_R,Colored,11,Green,Male,No,273,134,67,261,161,153
Cogent Scanner/11/Colored/20120911160211_L,Colored,11,Green,Male,No,246,117,56,251,137,135
Cogent Scanner/11/Colored/20120911160211_R,Colored,11,Green,Male,No,266,144,60,258,169,141
Cogent Scanner/11/Normal/20120911164340_L,Normal,11,Green,Male,No,337,188,54,346,204,122
Cogent Scanner/11/Normal/20120911164340_R,Normal,11,Green,Male,No,343,240,55,342,261,119
Cogent Scanner/11/Normal/20120911164354_L,Normal,11,Green,Male,No,300,90,54,303,129,127
Cogent Scanner/11/Normal/20120911164354_R,Normal,11,Green,Male,No,307,144,42,305,164,123
Cogent Scanner/11/Normal/20120911164400_L,Normal,11,Green,Male,No,269,106,59,273,124,123
Cogent Scanner/11/Normal/20120911164400_R,Normal,11,Green,Male,No,262,144,37,259,147,123
Cogent Scanner/11/Normal/20120911164405_L,Normal,11,Green,Male,No,301,89,41,308,125,123
Cogent Scanner/11/Normal/20120911164405_R,Normal,11,Green,Male,No,294,135,37,288,153,120
Cogent Scanner/11/Normal/20120911164410_L,Normal,11,Green,Male,No,282,104,34,293,118,118
Cogent Scanner/11/Normal/20120911164410_R,Normal,11,Green,Male,No,297,109,35,290,132,121
Cogent Scanner/11/Transparent/20120911163502_L,Transparent,11,Green,Male,No,299,182,35,303,197,108
Cogent Scanner/11/Transparent/20120911163502_R,Transparent,11,Green,Male,No,326,324,43,319,341,102
Cogent Scanner/11/Transparent/20120911163504_L,Transparent,11,Green,Male,No,250,166,36,259,190,139
Cogent Scanner/11/Transparent/20120911163504_R,Transparent,11,Green,Male,No,280,156,40,274,189,142
Cogent Scanner/11/Transparent/20120911163506_L,Transparent,11,Green,Male,No,246,138,33,254,169,142
Cogent Scanner/11/Transparent/20120911163506_R,Transparent,11,Green,Male,No,280,152,34,271,180,144
Cogent Scanner/11/Transparent/20120911163507_L,Transparent,11,Green,Male,No,250,163,34,261,172,128
Cogent Scanner/11/Transparent/20120911163508_R,Transparent,11,Green,Male,No,289,160,38,286,185,133
Cogent Scanner/11/Transparent/20120911163509_L,Transparent,11,Green,Male,No,272,131,33,280,150,131
Cogent Scanner/11/Transparent/20120911163509_R,Transparent,11,Green,Male,No,272,139,37,269,155,128
Cogent Scanner/11/Transparent/20120911163511_L,Transparent,11,Green,Male,No,318,126,41,327,143,127
Cogent Scanner/11/Transparent/20120911163511_R,Transparent,11,Green,Male,No,322,127,38,316,143,128
Cogent Scanner/12/Colored/20120914163338_L,Colored,12,Blue,Female,No,167,201,28,177,218,117
Cogent Scanner/12/Colored/20120914163338_R,Colored,12,Blue,Female,No,334,207,28,330,223,117
Cogent Scanner/12/Colored/20120914163342_L,Colored,12,Blue,Female,No,179,182,38,188,197,112
Cogent Scanner/12/Colored/20120914163342_R,Colored,12,Blue,Female,No,358,237,31,351,262,122
Cogent Scanner/12/Colored/20120914163346_L,Colored,12,Blue,Female,No,184,200,40,193,213,120
Cogent Scanner/12/Colored/20120914163346_R,Colored,12,Blue,Female,No,362,256,43,353,271,126
Cogent Scanner/12/Colored/20120914163349_L,Colored,12,Blue,Female,No,209,198,31,213,223,117
Cogent Scanner/12/Colored/20120914163349_R,Colored,12,Blue,Female,No,383,242,38,379,255,126
Cogent Scanner/12/Colored/20120914163354_L,Colored,12,Blue,Female,No,195,201,31,204,223,114
Cogent Scanner/12/Colored/20120914163354_R,Colored,12,Blue,Female,No,349,221,38,343,243,122
Cogent Scanner/12/Colored/20120914163359_L,Colored,12,Blue,Female,No,238,225,42,243,227,117
Cogent Scanner/12/Colored/20120914163359_R,Colored,12,Blue,Female,No,393,241,35,390,262,124
Cogent Scanner/12/Normal/20120914153751_L,Normal,12,Blue,Female,No,236,154,34,240,163,109
Cogent Scanner/12/Normal/20120914153751_R,Normal,12,Blue,Female,No,417,256,34,412,270,109
Cogent Scanner/12/Normal/20120914153759_L,Normal,12,Blue,Female,No,203,133,35,206,141,105
Cogent Scanner/12/Normal/20120914153759_R,Normal,12,Blue,Female,No,369,226,30,365,240,104
Cogent Scanner/12/Normal/20120914153802_L,Normal,12,Blue,Female,No,252,148,27,255,152,105
Cogent Scanner/12/Normal/20120914153802_R,Normal,12,Blue,Female,No,421,254,27,418,270,105
Cogent Scanner/12/Normal/20120914153804_L,Normal,12,Blue,Female,No,253,152,34,261,152,103
Cogent Scanner/12/Normal/20120914153804_R,Normal,12,Blue,Female,No,425,243,34,417,266,104
Cogent Scanner/12/Transparent/20120914162247_L,Transparent,12,Blue,Female,No,212,160,28,219,158,79
Cogent Scanner/12/Transparent/20120914162247_R,Transparent,12,Blue,Female,No,317,201,22,313,210,80
Cogent Scanner/12/Transparent/20120914162251_L,Transparent,12,Blue,Female,No,134,177,36,139,185,104
Cogent Scanner/12/Transparent/20120914162251_R,Transparent,12,Blue,Female,No,286,200,27,283,207,109
Cogent Scanner/12/Transparent/20120914162255_L,Transparent,12,Blue,Female,No,174,151,39,180,166,105
Cogent Scanner/12/Transparent/20120914162255_R,Transparent,12,Blue,Female,No,334,185,35,331,202,109
Cogent Scanner/12/Transparent/20120914162257_L,Transparent,12,Blue,Female,No,231,149,35,233,157,104
Cogent Scanner/12/Transparent/20120914162257_R,Transparent,12,Blue,Female,No,395,194,27,389,209,109
Cogent Scanner/12/Transparent/20120914162303_L,Transparent,12,Blue,Female,No,211,129,41,213,139,110
Cogent Scanner/12/Transparent/20120914162303_R,Transparent,12,Blue,Female,No,360,183,28,356,206,111
Cogent Scanner/12/Transparent/20120914162306_L,Transparent,12,Blue,Female,No,192,161,29,194,176,111
Cogent Scanner/12/Transparent/20120914162306_R,Transparent,12,Blue,Female,No,358,210,28,356,225,109
Cogent Scanner/12/Transparent/20120914162310_L,Transparent,12,Blue,Female,No,192,165,29,197,187,110
Cogent Scanner/12/Transparent/20120914162310_R,Transparent,12,Blue,Female,No,334,193,27,333,214,112
Cogent Scanner/13/Colored/20120913114708_L,Colored,13,Green,Male,No,220,196,41,220,220,121
Cogent Scanner/13/Colored/20120913114708_R,Colored,13,Green,Male,No,399,211,36,397,237,119
Cogent Scanner/13/Colored/20120913114711_L,Colored,13,Green,Male,No,226,188,36,228,213,123
Cogent Scanner/13/Colored/20120913114711_R,Colored,13,Green,Male,No,421,191,39,418,220,118
Cogent Scanner/13/Colored/20120913114714_L,Colored,13,Green,Male,No,240,182,39,242,209,125
Cogent Scanner/13/Colored/20120913114714_R,Colored,13,Green,Male,No,423,192,34,417,218,120
Cogent Scanner/13/Colored/20120913114717_L,Colored,13,Green,Male,No,241,159,40,242,175,120
Cogent Scanner/13/Colored/20120913114717_R,Colored,13,Green,Male,No,423,173,37,419,193,119
Cogent Scanner/13/Colored/20120913114720_L,Colored,13,Green,Male,No,222,159,36,225,177,121
Cogent Scanner/13/Colored/20120913114720_R,Colored,13,Green,Male,No,409,187,29,404,205,124
Cogent Scanner/13/Colored/20120913114722_L,Colored,13,Green,Male,No,231,137,30,234,160,125
Cogent Scanner/13/Colored/20120913114722_R,Colored,13,Green,Male,No,408,164,35,407,186,123
Cogent Scanner/13/Normal/20120913113200_L,Normal,13,Green,Male,No,203,130,27,212,164,130
Cogent Scanner/13/Normal/20120913113200_R,Normal,13,Green,Male,No,401,154,28,396,185,126
Cogent Scanner/13/Normal/20120913113204_L,Normal,13,Green,Male,No,188,111,28,192,149,130
Cogent Scanner/13/Normal/20120913113204_R,Normal,13,Green,Male,No,379,144,43,372,163,128
Cogent Scanner/13/Normal/20120913113208_L,Normal,13,Green,Male,No,241,106,38,243,137,124
Cogent Scanner/13/Normal/20120913113208_R,Normal,13,Green,Male,No,423,140,38,417,167,121
Cogent Scanner/13/Normal/20120913113212_L,Normal,13,Green,Male,No,212,89,34,220,123,118
Cogent Scanner/13/Normal/20120913113212_R,Normal,13,Green,Male,No,388,135,32,381,160,120
Cogent Scanner/13/Normal/20120913113216_L,Normal,13,Green,Male,No,266,125,39,268,135,120
Cogent Scanner/13/Normal/20120913113216_R,Normal,13,Green,Male,No,442,162,37,436,180,123
Cogent Scanner/13/Normal/20120913113220_L,Normal,13,Green,Male,No,285,108,32,286,134,124
Cogent Scanner/13/Normal/20120913113220_R,Normal,13,Green,Male,No,449,141,42,443,176,118
Cogent Scanner/13/Transparent/20120913111657_L,Transparent,13,Green,Male,No,336,296,36,341,333,113
Cogent Scanner/13/Transparent/20120913111657_R,Transparent,13,Green,Male,No,268,273,31,261,303,109
Cogent Scanner/13/Transparent/20120913111706_L,Transparent,13,Green,Male,No,398,103,39,400,143,142
Cogent Scanner/13/Transparent/20120913111706_R,Transparent,13,Green,Male,No,292,116,30,290,144,135
Cogent Scanner/13/Transparent/20120913111714_L,Transparent,13,Green,Male,No,395,99,44,396,145,144
Cogent Scanner/13/Transparent/20120913111714_R,Transparent,13,Green,Male,No,276,129,30,268,166,141
Cogent Scanner/13/Transparent/20120913111725_L,Transparent,13,Green,Male,No,380,122,24,386,132,112
Cogent Scanner/13/Transparent/20120913111737_L,Transparent,13,Green,Male,No,418,144,24,426,175,115
Cogent Scanner/13/Transparent/20120913111737_R,Transparent,13,Green,Male,No,313,190,26,304,210,113
Cogent Scanner/13/Transparent/20120913111741_L,Transparent,13,Green,Male,No,422,151,28,429,175,118
Cogent Scanner/13/Transparent/20120913111741_R,Transparent,13,Green,Male,No,315,196,28,309,210,111
Cogent Scanner/13/Transparent/20120913111744_L,Transparent,13,Green,Male,No,418,137,29,424,162,120
Cogent Scanner/13/Transparent/20120913111744_R,Transparent,13,Green,Male,No,313,186,26,302,204,116
Cogent Scanner/14/Colored/20120913153431_L,Colored,14,Hazel,Male,No,296,181,38,299,195,135
Cogent Scanner/14/Colored/20120913153431_R,Colored,14,Hazel,Male,No,342,197,45,336,201,132
Cogent Scanner/14/Colored/20120913153436_L,Colored,14,Hazel,Male,No,299,152,45,306,168,134
Cogent Scanner/14/Colored/20120913153436_R,Colored,14,Hazel,Male,No,347,187,46,341,196,132
Cogent Scanner/14/Colored/20120913153440_L,Colored,14,Hazel,Male,No,315,140,33,321,160,134
Cogent Scanner/14/Colored/20120913153440_R,Colored,14,Hazel,Male,No,351,192,43,346,199,135
Cogent Scanner/14/Colored/20120913153444_L,Colored,14,Hazel,Male,No,331,146,46,335,161,131
Cogent Scanner/14/Colored/20120913153444_R,Colored,14,Hazel,Male,No,367,178,42,363,187,130
Cogent Scanner/14/Colored/20120913153447_L,Colored,14,Hazel,Male,No,334,152,50,337,169,134
Cogent Scanner/14/Colored/20120913153447_R,Colored,14,Hazel,Male,No,370,177,46,361,195,136
Cogent Scanner/14/Colored/20120913153455_L,Colored,14,Hazel,Male,No,339,127,42,345,146,132
Cogent Scanner/14/Colored/20120913153455_R,Colored,14,Hazel,Male,No,360,162,45,355,169,133
Cogent Scanner/14/Colored/20120913153502_L,Colored,14,Hazel,Male,No,339,191,41,341,207,132
Cogent Scanner/14/Colored/20120913153502_R,Colored,14,Hazel,Male,No,450,200,42,449,236,125
Cogent Scanner/14/Normal/20120913123511_L,Normal,14,Hazel,Male,No,215,162,39,218,178,117
Cogent Scanner/14/Normal/20120913123511_R,Normal,14,Hazel,Male,No,445,210,31,442,226,113
Cogent Scanner/14/Normal/20120913123514_L,Normal,14,Hazel,Male,No,201,172,32,208,177,117
Cogent Scanner/14/Normal/20120913123514_R,Normal,14,Hazel,Male,No,423,201,34,417,209,115
Cogent Scanner/14/Normal/20120913123518_L,Normal,14,Hazel,Male,No,204,159,39,211,166,117
Cogent Scanner/14/Normal/20120913123518_R,Normal,14,Hazel,Male,No,418,179,40,410,184,117
Cogent Scanner/14/Normal/20120913123520_L,Normal,14,Hazel,Male,No,208,151,39,211,163,118
Cogent Scanner/14/Normal/20120913123520_R,Normal,14,Hazel,Male,No,417,175,36,412,185,119
Cogent Scanner/14/Normal/20120913123525_L,Normal,14,Hazel,Male,No,207,151,40,209,160,117
Cogent Scanner/14/Normal/20120913123525_R,Normal,14,Hazel,Male,No,423,175,40,415,183,122
Cogent Scanner/14/Normal/20120913123530_L,Normal,14,Hazel,Male,No,203,175,32,208,179,120
Cogent Scanner/14/Normal/20120913123530_R,Normal,14,Hazel,Male,No,425,191,36,419,197,116
Cogent Scanner/14/Transparent/20120913120905_L,Transparent,14,Hazel,Male,No,163,211,33,171,221,119
Cogent Scanner/14/Transparent/20120913120905_R,Transparent,14,Hazel,Male,No,422,217,32,412,230,124
Cogent Scanner/14/Transparent/20120913120915_L,Transparent,14,Hazel,Male,No,203,153,36,207,167,123
Cogent Scanner/14/Transparent/20120913120915_R,Transparent,14,Hazel,Male,No,442,180,33,436,196,119
Cogent Scanner/14/Transparent/20120913120917_L,Transparent,14,Hazel,Male,No,204,143,34,207,148,121
Cogent Scanner/14/Transparent/20120913120917_R,Transparent,14,Hazel,Male,No,435,177,33,428,193,117
Cogent Scanner/14/Transparent/20120913120924_L,Transparent,14,Hazel,Male,No,189,151,34,195,160,118
Cogent Scanner/14/Transparent/20120913120924_R,Transparent,14,Hazel,Male,No,404,203,34,398,221,118
Cogent Scanner/14/Transparent/20120913120935_L,Transparent,14,Hazel,Male,No,188,130,37,189,138,121
Cogent Scanner/14/Transparent/20120913120935_R,Transparent,14,Hazel,Male,No,402,172,28,395,182,118
Cogent Scanner/15/Colored/20120913150053_L,Colored,15,Hazel,Male,No,400,171,33,410,192,113
Cogent Scanner/15/Colored/20120913150053_R,Colored,15,Hazel,Male,No,299,175,32,294,187,115
Cogent Scanner/15/Colored/20120913150056_L,Colored,15,Hazel,Male,No,371,133,28,382,142,112
Cogent Scanner/15/Colored/20120913150056_R,Colored,15,Hazel,Male,No,274,144,28,267,165,114
Cogent Scanner/15/Colored/20120913150100_L,Colored,15,Hazel,Male,No,375,159,28,383,192,117
Cogent Scanner/15/Colored/20120913150100_R,Colored,15,Hazel,Male,No,305,141,38,300,168,114
Cogent Scanner/15/Colored/20120913150104_L,Colored,15,Hazel,Male,No,357,142,31,361,165,120
Cogent Scanner/15/Colored/20120913150104_R,Colored,15,Hazel,Male,No,285,169,30,276,196,115
Cogent Scanner/15/Colored/20120913150108_L,Colored,15,Hazel,Male,No,374,153,38,378,169,117
Cogent Scanner/15/Colored/20120913150108_R,Colored,15,Hazel,Male,No,272,176,25,267,192,112
Cogent Scanner/15/Normal/20120913122611_L,Normal,15,Hazel,Male,No,283,197,41,289,223,141
Cogent Scanner/15/Normal/20120913122611_R,Normal,15,Hazel,Male,No,395,223,49,390,246,137
Cogent Scanner/15/Normal/20120913122615_L,Normal,15,Hazel,Male,No,254,160,28,264,171,106
Cogent Scanner/15/Normal/20120913122615_R,Normal,15,Hazel,Male,No,349,134,27,341,138,101
Cogent Scanner/15/Normal/20120913122618_L,Normal,15,Hazel,Male,No,238,209,26,245,224,106
Cogent Scanner/15/Normal/20120913122618_R,Normal,15,Hazel,Male,No,323,179,27,321,195,106
Cogent Scanner/15/Normal/20120913122620_L,Normal,15,Hazel,Male,No,223,193,35,223,215,105
Cogent Scanner/15/Normal/20120913122620_R,Normal,15,Hazel,Male,No,311,164,29,306,184,108
Cogent Scanner/15/Normal/20120913122622_L,Normal,15,Hazel,Male,No,296,180,28,298,195,108
Cogent Scanner/15/Normal/20120913122622_R,Normal,15,Hazel,Male,No,330,142,26,326,177,110
Cogent Scanner/15/Normal/20120913122630_L,Normal,15,Hazel,Male,No,222,191,29,228,199,106
Cogent Scanner/15/Normal/20120913122630_R,Normal,15,Hazel,Male,No,301,181,29,297,187,106
Cogent Scanner/15/Normal/20120913122636_L,Normal,15,Hazel,Male,No,208,171,41,216,172,110
Cogent Scanner/15/Normal/20120913122636_R,Normal,15,Hazel,Male,No,290,176,43,287,179,113
Cogent Scanner/15/Normal/20120913122639_L,Normal,15,Hazel,Male,No,199,178,35,207,181,105
Cogent Scanner/15/Normal/20120913122639_R,Normal,15,Hazel,Male,No,279,190,32,274,211,108
Cogent Scanner/15/Transparent/20120913123930_L,Transparent,15,Hazel,Male,No,293,202,26,299,214,103
Cogent Scanner/15/Transparent/20120913123930_R,Transparent,15,Hazel,Male,No,380,180,26,376,196,99
Cogent Scanner/15/Transparent/20120913123939_L,Transparent,15,Hazel,Male,No,259,152,30,264,158,101
Cogent Scanner/15/Transparent/20120913123939_R,Transparent,15,Hazel,Male,No,338,135,26,332,152,104
Cogent Scanner/15/Transparent/20120913123947_L,Transparent,15,Hazel,Male,No,318,117,29,327,135,106
Cogent Scanner/15/Transparent/20120913123947_R,Transparent,15,Hazel,Male,No,398,131,25,393,157,106
Cogent Scanner/15/Transparent/20120913123953_L,Transparent,15,Hazel,Male,No,287,152,34,289,153,110
Cogent Scanner/15/Transparent/20120913123953_R,Transparent,15,Hazel,Male,No,368,157,36,362,176,109
Cogent Scanner/15/Transparent/20120913124000_L,Transparent,15,Hazel,Male,No,324,132,33,329,140,106
Cogent Scanner/15/Transparent/20120913124000_R,Transparent,15,Hazel,Male,No,399,134,26,392,149,102
Cogent Scanner/15/Transparent/20120913124002_L,Transparent,15,Hazel,Male,No,338,148,31,342,145,105
Cogent Scanner/15/Transparent/20120913124002_R,Transparent,15,Hazel,Male,No,410,157,29,402,174,109
Cogent Scanner/15/Transparent/20120913124004_L,Transparent,15,Hazel,Male,No,341,126,27,349,136,105
Cogent Scanner/15/Transparent/20120913124004_R,Transparent,15,Hazel,Male,No,414,149,29,409,165,108
Cogent Scanner/16/Colored/20120919160959_L,Colored,16,Hazel,Male,No,311,239,31,317,262,123
Cogent Scanner/16/Colored/20120919160959_R,Colored,16,Hazel,Male,No,400,243,31,396,266,120
Cogent Scanner/16/Colored/20120919161010_L,Colored,16,Hazel,Male,No,266,180,45,275,202,134
Cogent Scanner/16/Colored/20120919161010_R,Colored,16,Hazel,Male,No,358,205,41,354,221,132
Cogent Scanner/16/Colored/20120919161018_L,Colored,16,Hazel,Male,No,324,200,40,334,222,130
Cogent Scanner/16/Colored/20120919161018_R,Colored,16,Hazel,Male,No,429,213,37,423,243,133
Cogent Scanner/16/Colored/20120919161028_L,Colored,16,Hazel,Male,No,288,184,30,300,205,130
Cogent Scanner/16/Colored/20120919161028_R,Colored,16,Hazel,Male,No,374,209,32,368,227,125
Cogent Scanner/16/Normal/20120919153452_L,Normal,16,Hazel,Male,No,280,299,42,286,319,131
Cogent Scanner/16/Normal/20120919153452_R,Normal,16,Hazel,Male,No,323,316,41,325,333,134
Cogent Scanner/16/Normal/20120919153506_L,Normal,16,Hazel,Male,No,304,138,29,308,146,126
Cogent Scanner/16/Normal/20120919153506_R,Normal,16,Hazel,Male,No,395,200,27,391,225,127
Cogent Scanner/16/Normal/20120919153509_L,Normal,16,Hazel,Male,No,320,140,33,324,147,129
Cogent Scanner/16/Normal/20120919153509_R,Normal,16,Hazel,Male,No,369,191,31,367,222,128
Cogent Scanner/16/Normal/20120919153515_L,Normal,16,Hazel,Male,No,281,130,31,284,156,133
Cogent Scanner/16/Normal/20120919153515_R,Normal,16,Hazel,Male,No,345,187,24,343,203,128
Cogent Scanner/16/Normal/20120919153520_L,Normal,16,Hazel,Male,No,301,139,28,310,157,134
Cogent Scanner/16/Normal/20120919153520_R,Normal,16,Hazel,Male,No,354,187,41,350,217,131
Cogent Scanner/16/Transparent/20120919155440_L,Transparent,16,Hazel,Male,No,286,161,28,294,170,125
Cogent Scanner/16/Transparent/20120919155440_R,Transparent,16,Hazel,Male,No,394,193,41,393,213,121
Cogent Scanner/16/Transparent/20120919155443_L,Transparent,16,Hazel,Male,No,293,167,39,297,181,123
Cogent Scanner/16/Transparent/20120919155443_R,Transparent,16,Hazel,Male,No,372,181,39,370,209,123
Cogent Scanner/16/Transparent/20120919155446_L,Transparent,16,Hazel,Male,No,290,173,28,295,191,121
Cogent Scanner/16/Transparent/20120919155446_R,Transparent,16,Hazel,Male,No,403,192,41,398,209,127
Cogent Scanner/16/Transparent/20120919155449_L,Transparent,16,Hazel,Male,No,315,175,29,321,195,121
Cogent Scanner/16/Transparent/20120919155449_R,Transparent,16,Hazel,Male,No,387,185,28,383,199,124
